account_id,risk_score,triggered_patterns,evidence
ACC003971,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004794,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004150,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001834,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC000157,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001614,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002326,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001232,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC002132,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 6 accounts feeding a common recipient within 400min
ACC003604,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004085,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min
ACC003760,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002438,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min
ACC004454,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004377,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min
ACC001805,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000737,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC003096,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001716,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC003363,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004433,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002464,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004957,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001551,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004360,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001491,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC002884,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001942,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000787,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC002434,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000143,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC002580,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001388,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002356,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC002211,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 6 accounts feeding a common recipient within 400min
ACC004524,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004616,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC000348,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC003980,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002621,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004116,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC000918,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC003272,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min
ACC000888,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min
ACC002152,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min
ACC003373,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC001951,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min
ACC004233,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min
ACC003657,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 9 accounts feeding a common recipient within 400min
ACC001683,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004934,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002256,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min
ACC002162,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min
ACC000048,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC004052,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC000440,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC001148,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001063,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001310,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001352,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC003529,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001648,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001192,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001944,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002123,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC003089,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC003471,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004594,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001461,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC002661,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004686,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004094,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC002592,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC000147,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004280,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004203,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001121,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min
ACC001223,32,fan_in_aggregation,fan_in_aggregation: one of 11 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC003047,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001482,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC000980,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC000922,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004492,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004523,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC002947,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003833,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004136,32,fan_in_aggregation,fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
